"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier#1","Physical Location#1","Shelf Locator#1","Access Condition#1","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1"
"Clifford P. and Therese S. Westermeier Collection","""Chief Turkey Track"" at rodeo","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","","","1910","American Indian man dancing, with caption ""Chief Turkey Track, Sioux""","Rodeos","Rodeo performers","Indians in Rodeo","","","","","","narv_westermeier_26_09_G8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo G8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_26_09_G8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~617~224156","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_26_09_G8.jpg"
"Clifford P. and Therese S. Westermeier Collection","A horse named ""No Name"" ","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","Oregon--Pendleton","","1926","A famous horse, ""No Name,"" being lead by a man on horseback","Rodeos","Rodeo animals","Horses","","","","","","narv_westermeier_31_05_B15.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo B15","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_05_B15.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~618~224129","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_05_B15.jpg"
"Clifford P. and Therese S. Westermeier Collection","Al Hoyt riding bronco","Bowman, Walter S.; photographer","Hoyt, Al; performer","","","still images","Photographic postcards","Oregon--Pendleton","","","Rodeo performer Al Hoyt riding bucking bronco","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_31_05_B9.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo B9","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_05_B9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~619~224130","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_05_B9.jpg"
"Clifford P. and Therese S. Westermeier Collection","Anita Studnick riding bronco at the Pendleton Round-Up","Studnick, Anita; performer","","","","still images","Photographic postcards","Oregon--Pendleton","Pendleton Drug Co.","1924","Rodeo performer Anita Studnick riding bronco, ""Billy Buck""","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Bronco Riding","","","","narv_westermeier_44_Book1_AN.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo AN","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_AN.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~620~223905","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_AN.jpg"
"Clifford P. and Therese S. Westermeier Collection","Art Acord and others roping horses","Acord, Art; performer","","","","still images","Photographic postcards","","","","Roder performer Art Acord and others rope horses to prepare for bronco riders","Rodeos","Rodeo performers","Horses","","","","","","narv_westermeier_44_Book2_CJ.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CJ","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_CJ.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~621~223868","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_CJ.jpg"
"Clifford P. and Therese S. Westermeier Collection","Art Acord doing Hippodrome stand","Acord, Art; performer","","","","still images","Photographic postcards","","","","Rodeo performer Art Acord standing in saddle of running horse with arms out, a trick called the ""Hippodrome stand"" ","Rodeos","Rodeo performers","Trick riding","","","","","","narv_westermeier_44_Book2_AT.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo AT","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_AT.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~622~223883","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_AT.jpg"
"Clifford P. and Therese S. Westermeier Collection","Art Acord riding bronco, Cyclone","Acord, Art; performer","","","","still images","Photographic postcards","","","","Rodeo performer Art Acord riding bucking bronco, Cyclone","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_44_Book2_BU.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BU","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_BU.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~623~223877","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_BU.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bareback bronco rider","Devere; photographer","","","","still images","Photographic postcards","Wyoming--Cheyenne","","1948","Rodeo performer Jim White riding bronco with no saddle","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_31_07_C2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 7, Photo C2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_07_C2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~624~224115","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_07_C2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bareback bronco rider","Devere; photographer","","","","still images","Photographic postcards","Wyoming--Cheyenne","","1948","Rodeo performer O.H. Goze being thrown off bucking bronco","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_31_07_C1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 7, Photo C1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_07_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~625~224116","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_07_C1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bareback bronco rider","","","","","still images","Photographic postcards","","","","Unidentified rodeo performer riding bronco with no saddle","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_44_Book2_BN.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BN","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_BN.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~626~223878","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_BN.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bea Kirman trick riding","Doubleday, R.R.; photographer","Kirman, Bea; performer","","","still images","Photographs","","","","Rodeo performer Bea Kirman on horseback, standing on the saddle with one foot raised","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Horses","Trick riding","","","narv_westermeier_27_10_D2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 27, Fd 10, Photo D2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_27_10_D2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~627~224252","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_27_10_D2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bears from Sells-Floto Circus","","","","","still images","Photographic postcards","Oregon--Portland","R.J. Waters and Company","1914","Man in cage with trained bears, sitting at tables and drinking from bottles","Circus","Circus animals","Bears","","","","","","narv_westermeier_35_04_Q2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo Q2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_Q2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~628~223961","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_Q2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bee Gray roping a horse's tail","Gray, Bee; performer","","","","still images","Photographic postcards","Oklahoma--Chickasha","","","Rodeo performer Bee Grey roping the tail of a passing horse","Rodeos","Rodeo performers","Trick roping","Horses","","","","","narv_westermeier_26_09_F2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo F2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_26_09_F2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~629~224161","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_26_09_F2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bernice Taylor Dossey trick riding","Taylor, Bernice; performer","","","","still images","Photographic postcards","Alberta--Calgary","","","Rodeo performer Bernice Taylor Dossey standing in the saddle of a running horse","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Horses","Trick riding","","","narv_westermeier_29_19_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 29, Fd 19, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_29_19_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~630~224214","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_29_19_A1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bill Baker bulldogging","Magruder; photographer","Baker, Bill; performer","","","still images","Photographic postcards","Colorado--Monte Vista","","","Rodeo performer Bill Baker approaching steer (or calf?) from a horse, at the Ski-Hi Stampede","Rodeos","Rodeo performers","Steer wrestling/Calf roping","","","","","","narv_westermeier_31_09_C3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 9, Photo C3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_09_C3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~631~224100","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_09_C3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bonnie McCaroll trick riding","McCaroll, Bonnie; performer","","","","still images","Photographic postcards","","","","Rodeo performer Bonnie McCarroll standing in the saddle of a moving horse with both hands in the air, a move called the ""Hippodrome Stand"" ","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Horses","Trick riding","","","narv_westermeier_31_13_B2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo B2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_B2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~632~224069","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_B2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bonnie McCaroll trick riding at the Ski-Hi Stampede","Magruder; photographer","McCaroll, Bonnie; performer","","","still images","Photographic postcards","Colorado--Monte Vista","","","Rodeo performer Bonnie McCarroll doing a side back bend, holding onto the saddle of a moving horse","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Horses","Trick riding","","","narv_westermeier_31_13_B1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo B1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~633~224070","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_B1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bonnie McCarroll trick riding","McCaroll, Bonnie; performer","","","","still images","Photographic postcards","","","","Rodeo performer Bonnie McCarroll standing in the saddle of a moving horse","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Horses","Trick riding","","","narv_westermeier_31_13_B3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo B3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_B3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~634~224068","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_B3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Boy with bowing horse","","","","","still images","Photographic postcards","","Willoughby Studio}","","Unidentified boy near tent, with bowing horse","Horses","","","","","","","","narv_westermeier_36_07_M3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 7, Photo M3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_07_M3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~635~223916","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_07_M3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Boys Ranch Rodeo","","","","","still images","Photographic postcards","Texas--Amarillo","","","Circle of spectators watching bull rider at Boys Ranch Rodeo","Rodeos","Rodeo performers","Steer riding","","","","","","narv_westermeier_31_09_B1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 9,. Photo B1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_09_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~636~224213","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_09_B1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bronco rolling on rider","","","","","still images","Photographic postcards","Alberta--Calgary","","","Bronco and unidentified rodeo performer both fallen during Calgary Stampede rodeo","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_31_03_A4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo A4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_03_A4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~637~224143","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_03_A4.jpg"
"Clifford P. and Therese S. Westermeier Collection","Bronco, Cyclone, throwing a rider","Marcell; photographer","","","","still images","Photographic postcards","Oregon--Pendleton","","1912","Unidentified rodeo performer falling over the head of bronco, Cyclone. Caption reads, ""Good-bye, Cyclone, I must leave you."" ","Rodeos","Rodeo performers","Bronco riding","","","","","","narv_westermeier_44_Book1_BS.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo BS","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_BS.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~638~223901","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_BS.jpg"
"Clifford P. and Therese S. Westermeier Collection","Buddy Mefford trick roping","Mefford, Buddy; performer","","","","still images","Photographic postcards","Iowa--Marshalltown","Smith Studio","","Rodeo performer Buddy Mefford trick roping","Rodeos","Rodeo performers","Trick roping","","","","","","narv_westermeier_31_12_D2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo D2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_12_D2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~639~224080","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_12_D2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Buffalo Brady bulldogging","Doubleday, R.R.; photographer","Brady, Buffalo; performer","","","still images","Photographic postcards","South Dakota--Belle Fourche","","","Rodeo performer Buffalo Brady on ground after wrestling a steer at the Black Hills Roundup","Rodeos","Rodeo performers","Steer wrestling","","","","","","narv_westermeier_31_09_C4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 9, Photo C4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_09_C4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~640~224099","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_09_C4.jpg"
"Clifford P. and Therese S. Westermeier Collection","Calf roper at Calgary Stampede","","","","","still images","Photographic postcards","Alberta--Calgary","","","Unidentified rodeo performer roping a calf","Rodeos","Rodeo performers","Calf roping","","","","","","narv_westermeier_31_03_C6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo C6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_03_C6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~641~224140","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_03_C6.jpg"
"Clifford P. and Therese S. Westermeier Collection","Calf roper at Calgary Stampede","","","","","still images","Photographic postcards","Alberta--Calgary","","","Unidentified rodeo performer roping a calf","Rodeos","Rodeo performers","Calf roping","","","","","","narv_westermeier_31_03_C4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo C4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_03_C4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~642~224141","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_03_C4.jpg"
"Clifford P. and Therese S. Westermeier Collection","Carl Dossey steer wrestling","Devere; photographer","","","","still images","Photographic postcards","Washington--Ellensburg","","1949","Rodeo performer Carl Dossey wrestling a steer","Rodeos","Rodeo performers","","","","","","","narv_westermeier_29_18_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 29, Fd 18, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_29_18_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~925~224149","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_29_18_A1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Chester Byers trick roping","Doubleday, R.R.; photographer","Byers, Chester; performer","","","still images","Photographic postcards","","","","Rodeo performer Chester Byers trick roping","Rodeos","Rodeo performers","Trick roping","","","","","","narv_westermeier_31_12_B2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo B2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_12_B2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~643~224087","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_12_B2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Chester Byers trick roping","Doubleday, R.R.; photographer","Byers, Chester; performer","","","still images","Photographic postcards","","","","Rodeo performer Chester Byers with two ropes","Rodeos","Rodeo performers","Trick roping","","","","","","narv_westermeier_31_12_B1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo B1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_12_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~644~224088","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_12_B1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Chuck Wagon race","","","","","still images","Photographic postcards","Alberta--Calgary","","","Chuck wagon race at the Calgary Stampede","Rodeos","Chuckwagon racing","","","","","","","narv_westermeier_31_03_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_03_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~645~224145","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_03_A1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Chuck Wagon spill","","","","","still images","Photographic postcards","Alberta--Calgary","","","Horse and wagon falling during chuck wagon race at the Calgary Stampede","Rodeos","Chuckwagon racing","","","","","","","narv_westermeier_31_03_B5.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo B5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_03_B5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~646~224142","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_03_B5.jpg"
"Clifford P. and Therese S. Westermeier Collection","Circus arena after a storm","","","","","still images","Photographic postcards","Illinois--Freeport","","1911","Circus tent from Sells-Floto Circus after being blown down in a storm","Circus","","","","","","","","narv_westermeier_35_04_O1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo O1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_O1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~647~223970","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_O1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Clara Mellnot on horseback","Mellnot, Clara; performer","","","","still images","Photographic postcards","","","","Circus performer Clara Mellnot in fancy riding costume, on horseback, in front of circus tent","Women circus performers","Horses","","","","","","","narv_westermeier_35_04_R3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo R3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_R3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~648~224287","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_R3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Cow with Sells-Floto Circus wagon","","","","","still images","Photographic postcards","","","","Cow standing in from of Sells Floto Circus wagon","Circus","Circus animals","Circus wagons","","","","","","narv_westermeier_35_04_B1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo B1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_04_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~649~223975","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_04_B1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Cowboys and cowgirls with animals at California Franks' ranch","","","","","Still images","Photographs","Colorado--Ridgway","","1915","Unidentified cowboys and cowgirls with farm animals, farm house, and barn in the background. Ranch headquarters of California Frank Hafley's Wild West Attractions in Ridgway Colorado","Cowgirls","Cowboys","Ranches","Livestock","","","","","narv_westermeier_36_07_M13.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 7, Photo M13","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_07_M13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~650~223915","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_07_M13.jpg"
"Clifford P. and Therese S. Westermeier Collection","Cowboys kneeling in discussion","","","","","still images","Photographic postcards","","","","Unidentified rodeo performers kneeling to talk, with horses nearby","Rodeos","Rodeo performers","Horses","","","","","","narv_westermeier_44_Book2_CN.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CN","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_CN.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~651~223865","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_CN.jpg"
"Clifford P. and Therese S. Westermeier Collection","Cowboys roping wild horses","","","","","still images","Photographic postcards","","","","Cowboys chasing after wild horses at unidentified rodeo, mountains in the background","Rodeos","Rodeo animals","Horses","Wild horses","","","","","narv_westermeier_44_Book2_F.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo F","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_F.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~652~223864","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_F.jpg"
