"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier#1","Physical Location#1","Shelf Locator#1","Access Condition#1","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1"
"Clifford P. and Therese S. Westermeier Collection","Rialto Rodeo News car","","","","","still images","Photographic postcards","","","1918","Cameraman and woman rodeo performer sitting in car with banner reading, ""Rialto Rodeo News: Photographed by Fox News cameraman... Motion Pictures taken each day, shown the same night at the Rialto Theater in conjunction with Covered Wagon""","Sports films","Rodeos","Actualities (Motion pictures)","Women Rodeo Performers","Camera operators","","","","narv_westermeier_31_13_G2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo G2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_G2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~848~224061","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_G2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo clown Pancho tossed by steer","Pancho; performer","","","","still images","Photographic postcards","","","","Rodeo clown ""Pancho"" tossed by a bull at the J.E. Ranch Rodeo","Rodeos","Rodeo performers","Rodeo clowns","Steer riding","","","","","narv_westermeier_26_09_F4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo F4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_26_09_F4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~849~224160","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_26_09_F4.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo clown Put","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","","","","Rodeo clown Put and mule, posing with backs to camera, at the Tri-State Round-Up","Rodeos","Rodeo performers","Rodeo animals","Rodeo clowns","Mules","","","","narv_westermeier_32_01_G3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo G3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_G3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~850~224037","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_G3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo clown Put with group of American Indians","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","","","1926","Rodeo clown Put with large group of American Indian rodeo performers at the Tri-State Round-Up","Rodeos","Rodeo performers","Indians in Rodeo","Rodeo clowns","","","","","narv_westermeier_32_01_G6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo G6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_G6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~851~224035","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_G6.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo clown Put with Indian man and woman","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","","","1926","Rodeo clown Put with unidentified Indian man and woman at the Tri-State Round-Up","Rodeos","Rodeo performers","Indians in Rodeo","Rodeo clowns","","","","","narv_westermeier_32_01_G5.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo G5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_G5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~852~224036","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_G5.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo clown riding jalopy","","","","","still images","Photographic postcards","Colorado--Rocky Ford","","","Rodeo clown in saddle on the front of a car, with sign reading ""Elks Rodeo"" ","Rodeos","Rodeo performers","Rodeo clowns","Automobiles","","","","","narv_westermeier_31_01_C1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 1, Photo C1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_01_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~853~224148","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_01_C1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo clown with zebra-painted mule and monkey","","","","","still images","Photographic postcards","Colorado--Pikes Peak","","","Rodeo clown Red Sublett with zebra-painted mule, monkey, and woman in rodeo apparel, at Pikes Peak Rodeo","Rodeos","Rodeo performers","Rodeo animals","Rodeo clowns","Mules","","","","narv_westermeier_32_01_G1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo G1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_G1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~854~224038","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_G1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo clowns","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","","","","Rodeo clowns Tommy Douglas and Red Sublett","Rodeos","Rodeo performers","Rodeo clowns","","","","","","narv_westermeier_32_01_G8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo G8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_G8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~855~224034","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_G8.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo performer bulldogging","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","Colorado-Pikes Peak","","","Unidentified rodeo performer approaching steer (or calf) from a horse, at Pikes Peak Rodeo","Rodeos","Rodeo performers","Steer wrestling/Calf roping","","","","","","narv_westermeier_31_09_C6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 9, Photo C6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_09_C6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~856~224097","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_09_C6.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo performer riding bronco","Garnett, H.H.; photographer","","","","still images","Photographic postcards","","","","Rodeo performer riding bucking bronco, outlined in white paint","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_31_06_D6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo D6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_06_D6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~857~224209","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_06_D6.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo performer riding bull","","","","","still images","Photographic postcards","","","","Unidentified rodeo performer riding bucking bull","Rodeos","Rodeo performers","Bull riding","","","","","","narv_westermeier_32_02_N2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 2, Photo N2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_02_N2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~858~224026","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_02_N2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo performer roping calf","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","","","","Rodeo performer Doc Pardee tying the legs of a calf","Rodeos","Rodeo performers","Calf roping","","","","","","narv_westermeier_31_10_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 10, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_10_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~859~224096","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_10_A1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rodeo performer thrown from bronco","","","","","still images","Photographic postcards","Alberta--Calgary","","","Unidentified rodeo performer thrown from bronco","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_31_03_A3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo A3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_03_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~860~224144","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_03_A3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rope spinning by ""101"" boys","","","","","still images","Photographic postcards","","","","Rodeo performers, ""101 Boys."" One spinning a large lasso, another with a rodeo number on his back","Rodeos","Rodeo performers","Trick roping","","","","","","narv_westermeier_44_Book2_BW.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BW","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_BW.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~861~223876","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_BW.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rose Wenger and Walter McCulley on horseback","Wenger, Rose; performer","McCulley, Walter; performer","","","still images","Photographic postcards","Oregon--Pendleton","","","Rodeo performers Rose Wenger and Walter McCulley on horseback at the Pendleton Round-Up","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Rodeo performers","Horses","","","narv_westermeier_44_Book2_CM.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CM","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_CM.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~862~223866","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_CM.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rose Wenger on dress parade","Wenger, Rose; performer","","","","still images","Photographic postcards","","","","Rodeo performer Rose Wenger on horseback in rodeo attire","Cowgirls","Women rodeo performers","Women in rodeos","Horses","","","","","narv_westermeier_44_Book2_CG.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CG","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_CG.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~863~223871","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_CG.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rose Wenger on horseback","Wenger, Rose; performer","","","","still images","Photographic postcards","Oregon--Pendleton","","","Rodeo performer Rose Wenger on horseback at the Pendleton Round-Up","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Horses","","","","narv_westermeier_44_Book2_CL.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CL","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_CL.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~864~223867","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_CL.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rose Wenger with lasso","Wenger, Rose; performer","","","","still images","Photographic postcards","","","","Rodeo performer Rose Wenger with lasso","Cowgirls","Women rodeo performers","Women in rodeos","","","","","","narv_westermeier_44_Book2_CF.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CF","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_CF.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~865~223872","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_CF.jpg"
"Clifford P. and Therese S. Westermeier Collection","Rose Wenger with saddle","Brininstool, E. A. (Earl Alonzo), 1870-1957; photographer","Wenger, Rose; performer","","","still images","Photographic postcards","","","","Rodeo performer Rose Wenger poses with her saddle","Cowgirls","Women rodeo performers","Women in rodeos","Saddles","","","","","narv_westermeier_44_Book2_CH.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CH","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_CH.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~866~223870","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_CH.jpg"
"Clifford P. and Therese S. Westermeier Collection","Roy Jones trick roping","Moorhouse, Lee, 1850-1926; photographer","Jones, Roy; performer","","","still images","Photographic postcards","Oregon--Pendleton","","","Rodeo performer Roy Jones roping a horse ridden by Joe Pickle","Rodeos","Rodeo performers","Trick roping","Horses","","","","","narv_westermeier_31_12_D3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo D3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_12_D3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~867~224079","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_12_D3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Ruth Roach feeding pig","Doubleday, R.R.; photographer","Roach, Ruth; performer","","","still images","Photographic postcards","","","","Rodeo performer Ruth Roach bottle-feeding a small pig","Cowgirls","Women rodeo performers","Women in rodeos","Swine","","","","","narv_westermeier_31_13_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_13_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~868~224078","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_13_A1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Sam Schorrille and wife","Stimson, Joseph Elam, 1870-1952; photographer","Schorrille, Sam; performer","","","still images","Photographic postcards","","","1907","Man and woman in rodeo apparel posing on horses","Rodeos","Rodeo performers","Horses","","","","","","narv_westermeier_44_Book1_CB.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CB","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_CB.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~869~223899","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_CB.jpg"
"Clifford P. and Therese S. Westermeier Collection","Scene from a wild west show","","","","","still images","Photographic postcards","Colorado--Denver","","1908","Scene from an unidentified wild west show, men on horseback fighting with swords","Wild west shows","Combat","","","","","","","narv_westermeier_32_01_A9.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A9","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_A9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~870~224048","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_A9.jpg"
"Clifford P. and Therese S. Westermeier Collection","Scene from a wild west show","","","","","still images","Photographic postcards","Colorado--Denver","","1908","Scene from an unidentified wild west show, a stagecoach with men carrying guns","Wild west shows","Stagecoaches","Firearms","","","","","","narv_westermeier_32_01_A8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_A8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~871~224049","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_A8.jpg"
"Clifford P. and Therese S. Westermeier Collection","Schultz bulldogging","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","","","1920","Rodeo performer Schultz jumping from horse onto steer","Rodeos","Rodeo performers","Steer wrestling","","","","","","narv_westermeier_31_09_A6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 9, Photo A6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_09_A6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~872~224103","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_09_A6.jpg"
"Clifford P. and Therese S. Westermeier Collection","Shorty Kelso riding bronco","Doubleday, R.R.; photographer","Kelso, Shorty; performer","","","still images","Photographic postcards","Texas--Wichita Falls","","","Rodeo performer Shorty Kelso riding bronco","Rodeos","Rodeo performers","Bronco Riding","","","","","","narv_westermeier_31_06_J3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo J3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_06_J3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~873~224120","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_06_J3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Shorty Ricker bulldogging","Doubleday, R.R.; photographer","Ricker, Shorty; performer","","","still images","Photographic postcards","Nebraska--North Platte","","","Rodeo performer Shorty Ricker on ground after wrestling a steer","Rodeos","Rodeo performers","Steer wrestling","","","","","","narv_westermeier_31_09_C2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 9, Photo C2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_09_C2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~874~224101","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_09_C2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Stagecoach in circus parade","","","","","still images","Photographic postcards","California--Los Angeles","","1913","Stagecoach from Al G. Barnes Wild Animal Circus rides past a filled arena","Circus","Stagecoaches","","","","","","","narv_westermeier_35_07_B3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 7, Photo B3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_07_B3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~875~223953","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_07_B3.jpg"
"Clifford P. and Therese S. Westermeier Collection","Strickland running from bronco","Doubleday, R.R.; photographer","Strickland, Mabel; performer","","","still images","Photographic postcards","Iowa--Rock Rapids","","","Rodeo performer, Strickland, running away after having fallen from bronco","Rodeos","Rodeo performers","Bronco riding","","","","","","narv_westermeier_31_07_E4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 7, Photo E4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_07_E4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~876~224113","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_07_E4.jpg"
"Clifford P. and Therese S. Westermeier Collection","Ted Elder jumping horse over car","Doubleday, R.R.; photographer","Elder, Ted; performer","","","still images","Photographic postcards","","","","Rodeo performer Ted Elder standing in saddle while jumping horse over a car","Rodeos","Rodeo performers","Rodeo animals","Horses","Jumping (Horsemanship)","Automobiles","","","narv_westermeier_31_11_A9.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 11, Photo A9","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_11_A9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~877~224091","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_11_A9.jpg"
"Clifford P. and Therese S. Westermeier Collection","Texas Rose riding bronco","Burns; photographer","Rose, Texas; performer","","","still images","Photographic postcards","Oregon--Pendleton","","1917","Rodeo performer Texas Rose riding bronco, Prairie Bell","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","narv_westermeier_31_05_A6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_05_A6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~878~224135","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_05_A6.jpg"
"Clifford P. and Therese S. Westermeier Collection","Thelma Thompson and Lorea Trickey at Pendleton Round-Up","Doubleday, R.R.; photographer","Thompson, Thelma; performer","Trickey, Lorea; performer","","still images","Photographic postcards","Oregon--Pendleton","","1922","Rodeo performers Thelma Thompson and Lorena Trickey, one on horseback and the other holding a bouquet of flowers","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bouquets","Horses","","","narv_westermeier_44_Book1_BM.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo BM","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book1_BM.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~879~223902","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book1_BM.jpg"
"Clifford P. and Therese S. Westermeier Collection","Three women rodeo performers on a horse with two others standing","Doubleday, R.R.; photographer","","","","still images","Photographic postcards","","","","Three unidentified women rodeo performers sitting on a horse, with two others standing nearby. Possibly Mayme Stroud on the right. ","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","","","","","narv_westermeier_31_05_A9.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A9","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_31_05_A9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~880~224132","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_31_05_A9.jpg"
"Clifford P. and Therese S. Westermeier Collection","Tillie Baldwin and Mrs. O. Davis","Brininstool, E. A. (Earl Alonzo), 1870-1957; photographer","Baldwin, Tillie; performer","Davis, O.; performer","","still images","Photographic postcards","","","","Rodeo performers Tillie Baldwin and Mrs. O. Davis ","Cowgirls","Women rodeo performers","Women in rodeos","","","","","","narv_westermeier_44_Book2_BL.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BL","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_BL.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~881~223880","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_BL.jpg"
"Clifford P. and Therese S. Westermeier Collection","Tillie Baldwin doing Russian Drag","Brininstool, E. A. (Earl Alonzo), 1870-1957; photographer","Baldwin, Tillie; performer","","","still images","Photographic postcards","Oregon--Pendleton","","1912","Rodeo performer Tillie Baldwin hanging from saddle in moving horse, in a trick called the ""Russian Drag""","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Trick riding","","","","narv_westermeier_44_Book2_BM.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BM","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_BM.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~882~223879","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_BM.jpg"
"Clifford P. and Therese S. Westermeier Collection","Tillie Baldwin riding bronco","Baldwin, Tille; performer","","","","still images","Photographic postcards","","","","Rodeo performer Tillie Baldwin riding a bucking bronco","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Bronco Riding","","","","narv_westermeier_44_Book2_BZ.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BZ","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_44_Book2_BZ.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~883~223875","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_44_Book2_BZ.jpg"
