"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier ARK#1","Identifier#2","Physical Location#1","Shelf Locator#1","Access Condition#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer on bronco","Palmerston, H.F.","","","","still image","Photographic postcards","","","1912","Unidentified rodeo performer doffing his hat on rearing bronco, mountains in the background","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/vq1k8f60q9f7","narv_westermeier_44_Book1_CG.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CG","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","896","223898","4858","narv_westermeier_44_Book1_CG.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~896~223898"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer riding bull","","","","","still image","Photographic postcards","","","","Unidentified rodeo performer riding bareback on a bull","Rodeos","Rodeo performers","Bull riding","","","","","","https://ark.colorado.edu/ark:/47540/n33j5g13c87b","narv_westermeier_32_01_A13.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A13","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","897","224045","4858","narv_westermeier_32_01_A13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~897~224045"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman riding bronco at Perry Round-up","","","","","still image","Photographic postcards","","","","Unidentified woman in newsboy cap riding bucking bronco, facing away from camera","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","https://ark.colorado.edu/ark:/47540/tz608r01c27k","narv_westermeier_36_03_C1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo C1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","900","223933","4858","narv_westermeier_36_03_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~900~223933"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman rodeo performer riding bull","Hollensbe; photographer","","","","still image","Photographic postcards","","","","Unidentified woman rodeo performer riding bucking bull","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bull riding","","","","https://ark.colorado.edu/ark:/47540/rd6g1n17x4pz","narv_westermeier_31_08_A6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 8, Photo A6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","902","224106","4858","narv_westermeier_31_08_A6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~902~224106"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman rodeo performer riding bull","","","","","still image","Photographic postcards","","","","Unidentified woman rodeo performer riding bucking bull","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bull riding","","","","https://ark.colorado.edu/ark:/47540/xz2j686191vp","narv_westermeier_31_08_A5.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 8, Photo A5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","903","224107","4858","narv_westermeier_31_08_A5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~903~224107"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman rodeo performer trick riding","","","","","still image","Photographic postcards","Oregon--Pendleton","","","Unidentified woman rodeo performer hanging off of moving horse with one foot in the air","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Trick riding","","","","https://ark.colorado.edu/ark:/47540/s18x9r8371fn","narv_westermeier_31_05_A3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","904","224138","4858","narv_westermeier_31_05_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~904~224138"
"Clifford P. and Therese S. Westermeier Collection","Unidentified woman rodeo performer with rodeo clown doing a rope trick","","","","","still image","Photographic postcards","","","","Unidentified woman rodeo performer watches a rodeo clown, possibly Tommy Douglas, doing a rope trick","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Rodeo clowns","Trick roping","","","https://ark.colorado.edu/ark:/47540/v3870211d5vt","narv_westermeier_31_13_G9.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo G9","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","905","224054","4858","narv_westermeier_31_13_G9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~905~224054"
"Clifford P. and Therese S. Westermeier Collection","Unidentified women in wild west show","","","","","still image","Photographic postcards","","","","Unidentified women in wild west show costumes, one on horseback and the other holding the horse's reins","Wild west shows","","","","","","","","https://ark.colorado.edu/ark:/47540/8v34426588q4","narv_westermeier_27_17_B7.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 27, Fd 17, Photo B7","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","906","224152","4858","narv_westermeier_27_17_B7.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~906~224152"
"Clifford P. and Therese S. Westermeier Collection","Virgil Keel jumping horse over car","Doubleday, R.R.; photographer","Keel, Virgil; performer","","","still image","Photographic postcards","Texas--Wichita Falls","Willoughby Studio","","Rodeo performer Virgil Keel jumping horse over a over","Rodeos","Rodeo performers","Rodeo animals","Horses","Jumping (Horsemanship)","Automobiles","","","https://ark.colorado.edu/ark:/47540/b49r673506ks","narv_westermeier_31_11_A6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 11, Photo A6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","907","224093","4858","narv_westermeier_31_11_A6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~907~224093"
"Clifford P. and Therese S. Westermeier Collection","Virgil Keel jumping horse over car","Keel, Virgil; performer","","","","still image","Photographic postcards","Texas--Fort Worth","","","Rodeo performer Virgil Keel jumping horse over a over","Rodeos","Rodeo performers","Rodeo animals","Horses","Jumping (Horsemanship)","Automobiles","","","https://ark.colorado.edu/ark:/47540/9t339m65c65b","narv_westermeier_31_11_A8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 11, Photo A8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","908","224092","4858","narv_westermeier_31_11_A8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~908~224092"
"Clifford P. and Therese S. Westermeier Collection","Walter McCulley","McCulley, Walter; performer","","","","still image","Photographic postcards","Oregon--Pendleton","","1912","Rodeo performer Walter McCulley","Rodeos","Rodeo performers","Chaps (Clothing)","","","","","","https://ark.colorado.edu/ark:/47540/53297h13894n","narv_westermeier_44_Book2_CI.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CI","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","909","223869","4858","narv_westermeier_44_Book2_CI.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~909~223869"
"Clifford P. and Therese S. Westermeier Collection","Wild west show stagecoach","","","","","still image","Photographic postcards","New York (State)","","","Unidentified people in wild west show costumes, on stagecoach, at Kosoag Lake Park","Wild west shows","Stagecoaches","","","","","","","https://ark.colorado.edu/ark:/47540/641v2r94b5zb","narv_westermeier_26_09_F6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo F6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","910","224158","4858","narv_westermeier_26_09_F6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~910~224158"
"Clifford P. and Therese S. Westermeier Collection","Woman circus performer on bowing horse","","","","","still image","Photographic postcards","","","1911","Unidentified woman circus performer in costume as a fancy rider from Sells-Floto Circus, on a bowing horse","Women circus performers","Horsemanship","Horses","","","","","","https://ark.colorado.edu/ark:/47540/0g191427b58w","narv_westermeier_35_04_P7.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo P7","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","911","224283","4858","narv_westermeier_35_04_P7.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~911~224283"
"Clifford P. and Therese S. Westermeier Collection","Woman leading ponies in circus parade","","","","","still image","Photographic postcards","New Mexico--Raton","","1913","Unidentified woman leading five ponies in Al G. Barnes Circus parade","Circus","Horses","","","","","","","https://ark.colorado.edu/ark:/47540/r7229z11z70h","narv_westermeier_35_07_C3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 7, Photo C3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","912","223951","4858","narv_westermeier_35_07_C3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~912~223951"
"Clifford P. and Therese S. Westermeier Collection","Woman rodeo performer on rearing horse","","","","","still image","Photographic postcards","","","","Woman rodeo performer, possibly Mayme Stroud, in rodeo apparel on a rearing horse","Cowgirls","Women rodeo performers","Women in rodeos","Horses","","","","","https://ark.colorado.edu/ark:/47540/mf859p57q3rj","narv_westermeier_31_11_B2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 11, Photo B2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","913","224089","4858","narv_westermeier_31_11_B2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~913~224089"
