"Collection Name","Title#1","Name#1","Name Authority#1","Name#2","Name Authority#2","Name#3","Name Authority#3","Name#4","Name Authority#4","Type of Resource#1","Type of Resource Authority#1","Genre#1","Genre Authority#1","Place Term#1","Publisher#1","Date Created#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Abstract#1","Subject Topic#1","Subject Topic Authority#1","Subject Topic#2","Subject Topic Authority#2","Subject Topic#3","Subject Topic Authority#3","Subject Topic#4","Subject Topic Authority#4","Subject Topic#5","Subject Topic Authority#5","Subject Topic#6","Subject Topic Authority#6","Subject Topic#7","Subject Topic Authority#7","Subject Topic#8","Subject Topic Authority#8","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Access Condition URI#1","Access Condition#2","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco","Horne, Walter H., 1883-1921;photographer","http://id.worldcat.org/fast/1576367","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographs","http://vocab.getty.edu/page/aat/300046300","Texas--El Paso","","1917","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud smiling and waving hat while riding bronco, ""Black Bird.""","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","narv_westermeier_36_03_B4.tif","https://ark.colorado.edu/ark:/47540/fr7r4b53m2p4","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo B4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","796","4858","narv_westermeier_36_03_B4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~796~223934"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco","Horne, Walter H., 1883-1921;photographer","http://id.worldcat.org/fast/1576367","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Texas--El Paso","","1917","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud smiling and waving hat while riding bronco, ""Black Bird."" Captions reads, ""Typical Cowgirl of the West""","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","narv_westermeier_36_03_B3.tif","https://ark.colorado.edu/ark:/47540/138j2j13b3n0","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo B3","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","794","4858","narv_westermeier_36_03_B3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~794~223935"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco","Horne, Walter H., 1883-1921;photographer","http://id.worldcat.org/fast/1576367","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Texas--El Paso","","1917","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud smiling and waving hat while riding bronco, ""Black Bird.""","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","narv_westermeier_36_03_B2.tif","https://ark.colorado.edu/ark:/47540/qw066s06z434","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo B2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","795","4858","narv_westermeier_36_03_B2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~795~223936"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud riding bronco at Colorado State Fair","Doubleday, Ralph Russell, 1881-1958;photographer","local","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographs","http://vocab.getty.edu/page/aat/300046300","Colorado--Pueblo","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud riding bronco at the Colorado State Fair and Rodeo","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","narv_westermeier_36_03_A1.tif","https://ark.colorado.edu/ark:/47540/9c5h2k42w5kb","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 3, Photo A1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","797","4858","narv_westermeier_36_03_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~797~223937"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Doubleday, Ralph Russell, 1881-1958;photographer","local","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud standing in the saddle of a running horse with one foot out","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeos","http://id.worldcat.org/fast/1099565","Trick riding","http://id.worldcat.org/fast/1156638","","","","","","","narv_westermeier_36_04_H6.tif","https://ark.colorado.edu/ark:/47540/315f5p167338","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo H6","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","798","4858","narv_westermeier_36_04_H6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~798~223924"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Doubleday, Ralph Russell, 1881-1958;photographer","local","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","New Mexico--Tucumcari","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud hanging off the side of a saddle, a trick riding move called the ""Stroud Layout""","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeos","http://id.worldcat.org/fast/1099565","Trick riding","http://id.worldcat.org/fast/1156638","","","","","","","narv_westermeier_36_04_F4.tif","https://ark.colorado.edu/ark:/47540/p11f3k2595x9","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo F4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","799","4858","narv_westermeier_36_04_F4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~799~223925"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Doubleday, Ralph Russell, 1881-1958;photographer","local","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","South Dakota--Belle Fourche","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud standing in the saddle of a horse, running around a track","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeos","http://id.worldcat.org/fast/1099565","Trick riding","http://id.worldcat.org/fast/1156638","","","","","","","narv_westermeier_36_04_C2.tif","https://ark.colorado.edu/ark:/47540/vv196n27m2fg","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo C2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","800","4858","narv_westermeier_36_04_C2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~800~223928"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Stroud, Mayme;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud standing in the saddle of a running horse with one arm up, large grandstand in the background","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeos","http://id.worldcat.org/fast/1099565","Trick riding","http://id.worldcat.org/fast/1156638","","","","","","","narv_westermeier_36_04_H14.tif","https://ark.colorado.edu/ark:/47540/rg8n3n9788xp","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, Photo H14","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","801","4858","narv_westermeier_36_04_H14.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~801~223922"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud trick riding","Stroud, Mayme;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud hangs off the saddle of a running horse, facing backward","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Trick riding","http://id.worldcat.org/fast/1156638","","","","","","","","","narv_westermeier_36_04_H13.tif","https://ark.colorado.edu/ark:/47540/237r0400g3tc","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 4, H13","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","802","4858","narv_westermeier_36_04_H13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~802~223923"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud waving hat","Doubleday, Ralph Russell, 1881-1958;photographer","local","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","D.F.P.Co./Doubleday-Foster Photo Company","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud waving her hat, with men and a dog in the background","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","","","","","","","","","","","narv_westermeier_31_13_F1.tif","https://ark.colorado.edu/ark:/47540/kp9v7w48d2zh","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo F1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","803","4858","narv_westermeier_31_13_F1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~803~224065"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Al G. Barnes Circus banners","Stroud, Mayme;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographs","http://vocab.getty.edu/page/aat/300046300","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer on horseback before banners for Al G. Barnes Circus","Women circus performers","http://id.worldcat.org/fast/1177401","","","","","","","","","","","","","","","narv_westermeier_35_07_A3.tif","https://ark.colorado.edu/ark:/47540/kk8t7m1807h9","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 7, Photo A3","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","804","4858","narv_westermeier_35_07_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~804~223954"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Betty and Anna Herian at rodeo","Van Graven;photographer","local","Stroud, Mayme;performer","local","Herian, Betty;performer","local","Herian, Anna;performer","local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Mayme Stroud with two other women rodeo performers, Betty Herian and Anna Herian, at a rodeo","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeos","http://id.worldcat.org/fast/1099565","","","","","","","","","narv_westermeier_31_13_F2.tif","https://ark.colorado.edu/ark:/47540/p36f3v9488z3","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo F2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","805","4858","narv_westermeier_31_13_F2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~805~224064"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with cowgirl and rodeo clowns","Stroud, Mayme;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Mayme Stroud poses against a rodeo grandstand with another woman rodeo performer and two rodeo clowns","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeo clowns","http://id.worldcat.org/fast/1099559","Rodeos","http://id.worldcat.org/fast/1099565","","","","","","","narv_westermeier_31_13_E1.tif","https://ark.colorado.edu/ark:/47540/fh434t9799pf","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo E1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","806","4858","narv_westermeier_31_13_E1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~806~224066"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with cowgirls at Tucumcari Round-Up","Doubleday, Ralph Russell, 1881-1958;photographer","local","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","New Mexico--Tucumcari","D.F.P.Co./Doubleday-Foster Photo Company","1918","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Mayme Stroud with other women rodeo performers at Tucumcari Round-Up","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeos","http://id.worldcat.org/fast/1099565","","","","","","","","","narv_westermeier_36_06_A1.tif","https://ark.colorado.edu/ark:/47540/1p2m6160c04p","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 6, Photo A1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","807","4858","narv_westermeier_36_06_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~807~223918"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Jupiter the Posing Pony","Stroud, Mayme;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographs","http://vocab.getty.edu/page/aat/300046300","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud in circus costume with trained posing horse, Jupiter","Women circus performers","http://id.worldcat.org/fast/1177401","Circus animals","http://id.worldcat.org/fast/861660","Horses","http://id.worldcat.org/fast/960603","","","","","","","","","","","narv_westermeier_35_06_E1.tif","https://ark.colorado.edu/ark:/47540/j9597w57r24j","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 6, Photo E1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","808","4858","narv_westermeier_35_06_E1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~808~223956"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with ox cart and stagecoach","Stroud, Mayme;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Colorado--Denver","","1908","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud on ox cart with unidentified women, near wild west show wagon, ""Deadwood Stagecoach""","Wild west shows","http://id.worldcat.org/fast/1175145","Women circus performers","http://id.worldcat.org/fast/1177401","Oxen","http://id.worldcat.org/fast/1049538","Wagons","http://id.worldcat.org/fast/1169896","Stagecoaches","http://id.worldcat.org/fast/1131339","","","","","","","narv_westermeier_32_01_K2.tif","https://ark.colorado.edu/ark:/47540/j92s3r18n3bg","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo K2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","809","4858","narv_westermeier_32_01_K2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~809~224030"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Rocky Ford rodeo trophy","Stroud, Mayme;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographs","http://vocab.getty.edu/page/aat/300046300","Colorado--Rocky Ford","","1918","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud posing with cup won in relay race at Rocky Ford rodeo","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","","","","","","","","","","","narv_westermeier_35_08_A1.tif","https://ark.colorado.edu/ark:/47540/8z657g40w988","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 8, Photo A1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","810","4858","narv_westermeier_35_08_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~810~223948"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Ruth Roach, Mabel Strickland, and Mrs. Douglas","Stroud, Mayme;performer","local","Pierson, Ruth Roach, 1938-;performer","http://id.worldcat.org/fast/1469246","Strickland, Mabel;performer","http://id.worldcat.org/fast/204635","Douglas;performer","local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","New Mexico--Tucumcari","","1918","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud posing with three other cowgirls, Ruth Roach, Mabel Strickland, and ""Mrs. Douglas""","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","","","","","","","","","","","narv_westermeier_31_13_F5.tif","https://ark.colorado.edu/ark:/47540/m920377445hv","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo F5","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","811","4858","narv_westermeier_31_13_F5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~811~224062"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with three women rodeo performers","Horne, Walter H., 1883-1921;photographer","http://id.worldcat.org/fast/1576367","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Texas--El Paso","","1917","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Mayme Stroud and three other women rodeo performers posing and laughing with horse","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Horses","http://id.worldcat.org/fast/960603","","","","","","","narv_westermeier_31_13_G5a.tif","https://ark.colorado.edu/ark:/47540/vn264s85p4cp","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo G5","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","812","4858","narv_westermeier_31_13_G5a.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~812~224058"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with trick horse doing a ""Cake Walk""","Horne, Walter H., 1883-1921;photographer","http://id.worldcat.org/fast/1576367","Stroud, Mayme;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Texas--El Paso","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud on rained horse, with one hoof raised in ""Cake Walk""","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeo animals","http://id.worldcat.org/fast/1099557","Horses","http://id.worldcat.org/fast/960603","","","","","","","narv_westermeier_36_02_C2.tif","https://ark.colorado.edu/ark:/47540/nv080n97z4br","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 2, Photo C2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","813","4858","narv_westermeier_36_02_C2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~813~223939"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with two women rodeo performers","Stroud, Mayme;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","1913","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud posing on horseback with two other cowgirls, ""Miss Winger"" and ""Miss Brisco""","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Horses","http://id.worldcat.org/fast/960603","","","","","","","","","narv_westermeier_31_13_F4.tif","https://ark.colorado.edu/ark:/47540/vh68541492pw","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo F4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","814","4858","narv_westermeier_31_13_F4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~814~224063"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Zaza the donkey","Stroud, Mayme;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Mayme Stroud in large hat and bow, posing with Zaza the donkey","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeo animals","http://id.worldcat.org/fast/1099557","Donkeys","http://id.worldcat.org/fast/896848","","","","","","","narv_westermeier_36_01_H4.tif","https://ark.colorado.edu/ark:/47540/3x8t1g73c9mk","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 1, Photo H4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","815","4858","narv_westermeier_36_01_H4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~815~223944"
