"Collection Name","Title#1","Name#1","Name Authority#1","Name#2","Name Authority#2","Name#3","Name Authority#3","Name#4","Name Authority#4","Type of Resource#1","Type of Resource Authority#1","Genre#1","Genre Authority#1","Place Term#1","Publisher#1","Date Created#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Abstract#1","Subject Topic#1","Subject Topic Authority#1","Subject Topic#2","Subject Topic Authority#2","Subject Topic#3","Subject Topic Authority#3","Subject Topic#4","Subject Topic Authority#4","Subject Topic#5","Subject Topic Authority#5","Subject Topic#6","Subject Topic Authority#6","Subject Topic#7","Subject Topic Authority#7","Subject Topic#8","Subject Topic Authority#8","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Access Condition URI#1","Access Condition#2","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Garfield Daniels on bucking mule","Doubleday, Ralph Russell, 1881-1958;photographer","local","Daniels, Garfield;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Nebraska--North Platte","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Garfield Daniels riding a bucking mule","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Rodeo animals","ttp://id.worldcat.org/fast/1099557","Mules","http://id.worldcat.org/fast/1028771","","","","","","","","","narv_westermeier_31_07_D1.tif","https://ark.colorado.edu/ark:/47540/bv1v7q37t6fb","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 7, Photo D1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","669","4858","narv_westermeier_31_07_D1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~669~224114"
"Clifford P. and Therese S. Westermeier Collection","Gene Krieg on bronco","Doubleday, Ralph Russell, 1881-1958;photographer","local","Krieg, Gene;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","1925","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Gene Krieg riding bucking bronco, ""Miss Wyoming""","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Rodeos","http://id.worldcat.org/fast/1099565","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","narv_westermeier_44_Book1_E.tif","https://ark.colorado.edu/ark:/47540/697f9408w3r6","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo E","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","670","4858","narv_westermeier_44_Book1_E.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~670~223891"
"Clifford P. and Therese S. Westermeier Collection","George Pitman roping horse from headstand","Pitman, George, 1799-1870;performer","http://id.worldcat.org/fast/175312","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Wyoming--Sheridan","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer George Pitman doing a headstand while roping a passing horse","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick roping","http://id.worldcat.org/fast/1156639","Horses","http://id.worldcat.org/fast/960603","","","","","","","","","narv_westermeier_31_12_D1.tif","https://ark.colorado.edu/ark:/47540/q27v5451f80h","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo D1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","671","4858","narv_westermeier_31_12_D1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~671~224081"
"Clifford P. and Therese S. Westermeier Collection","Geraldine Glover trick riding","Doubleday, Ralph Russell, 1881-1958;photographer","local","Glover, Geraldine;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","South Dakota--Belle Fourche","","1925","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Geraldine Glover standing in saddle of running horse","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Horses","http://id.worldcat.org/fast/960603","Trick riding","http://id.worldcat.org/fast/1156638","","","","","narv_westermeier_31_13_C1.tif","https://ark.colorado.edu/ark:/47540/g34q9h8190vc","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo C1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","672","4858","narv_westermeier_31_13_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~672~224067"
"Clifford P. and Therese S. Westermeier Collection","Gilland riding bronco","Foster;photographer","local","Gilland;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Montana--Miles City","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Gilland riding bronco","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","","","narv_westermeier_31_06_I2.tif","https://ark.colorado.edu/ark:/47540/vk553k8701tf","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo I2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","673","4858","narv_westermeier_31_06_I2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~673~224121"
"Clifford P. and Therese S. Westermeier Collection","Grand Parade","Allen, O.G.;photographer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Parade of Indians on horseback at the Pendleton Round-up","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Indians in rodeos","http://id.worldcat.org/fast/969427","","","","","","","","","","","narv_westermeier_44_Book1_B.tif","https://ark.colorado.edu/ark:/47540/cr1w6417f7n5","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo B","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","674","4858","narv_westermeier_44_Book1_B.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~674~223903"
"Clifford P. and Therese S. Westermeier Collection","Group of women from Sells-Floto Circus","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","1911","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Group of women circus performers from Sells-Floto Circus out of costume, sitting on a long wagon","Women circus performers","http://id.worldcat.org/fast/1177401","Circus wagons","http://id.worldcat.org/fast/861679","","","","","","","","","","","","","narv_westermeier_35_04_P5.tif","https://ark.colorado.edu/ark:/47540/gd851d188666","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo P5","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","675","4858","narv_westermeier_35_04_P5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~675~224284"
"Clifford P. and Therese S. Westermeier Collection","Group of women from Sells-Floto Circus","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","1911","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Group of women circus performers from Sells-Floto Circus out of costume, sitting on a long wagon","Women circus performers","http://id.worldcat.org/fast/1177401","Circus wagons","http://id.worldcat.org/fast/861679","","","","","","","","","","","","","narv_westermeier_35_04_P4.tif","https://ark.colorado.edu/ark:/47540/966z5260z08m","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 4, Photo P4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","676","4858","narv_westermeier_35_04_P4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~676~223967"
"Clifford P. and Therese S. Westermeier Collection","Group of women rodeo performers","Doubleday, Ralph Russell, 1881-1958;photographer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Montana--Bozeman","","1922","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Group of unidentified women rodeo performers","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","","","","","","","","","narv_westermeier_31_13_G4.tif","https://ark.colorado.edu/ark:/47540/6r2v9603v1nd","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo G4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","677","4858","narv_westermeier_31_13_G4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~677~224059"
"Clifford P. and Therese S. Westermeier Collection","Group of women rodeo performers at the Pendleton Round-Up","Doubleday, Ralph Russell, 1881-1958;photographer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","1925","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Six unidentified women rodeo performers at the Pendleton Round-Up","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","","","","","","","","","narv_westermeier_44_Book1_L2.tif","https://ark.colorado.edu/ark:/47540/h74t390996rt","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo L2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","678","4858","narv_westermeier_44_Book1_L2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~678~223890"
"Clifford P. and Therese S. Westermeier Collection","Hank Durnell roping horse","Durnell, Hank;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Hank Durnell spinning a lasso while a horse approaches","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick roping","http://id.worldcat.org/fast/1156639","Horses","http://id.worldcat.org/fast/960603","","","","","","","","","narv_westermeier_31_12_C1.tif","https://ark.colorado.edu/ark:/47540/228k4j30643m","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo C1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","679","4858","narv_westermeier_31_12_C1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~679~224084"
"Clifford P. and Therese S. Westermeier Collection","Hank Durnell trick roping","Doubleday, Ralph Russell, 1881-1958;photographer","local","Durnell, Hank;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","South Dakota--Belle Fourche","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Hank Durnell spinning three ropes at the same time, at the Black Hills Roundup","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick roping","http://id.worldcat.org/fast/1156639","","","","","","","","","","","narv_westermeier_31_12_C5.tif","https://ark.colorado.edu/ark:/47540/3g560b95395x","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo C5","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","680","4858","narv_westermeier_31_12_C5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~680~224082"
"Clifford P. and Therese S. Westermeier Collection","Hank Durnell trick roping","Doubleday, Ralph Russell, 1881-1958;photographer","local","Durnell, Hank;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","South Dakota--Belle Fourche","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Hank Durnell on horseback, spinning a rope around himself and horse, at the Black Hills Roundup","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick roping","http://id.worldcat.org/fast/1156639","","","","","","","","","","","narv_westermeier_31_12_C3.tif","https://ark.colorado.edu/ark:/47540/nw6q9p51m120","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo C3","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","681","4858","narv_westermeier_31_12_C3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~681~224083"
"Clifford P. and Therese S. Westermeier Collection","Hazel Hoxie on horseback","Hoxie, Hazel;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Hazel Hoxie on horseback","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Horses","http://id.worldcat.org/fast/960603","","","","","","","","","narv_westermeier_44_Book2_CE.tif","https://ark.colorado.edu/ark:/47540/0h372h7136nr","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CE","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","682","4858","narv_westermeier_44_Book2_CE.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~682~223873"
"Clifford P. and Therese S. Westermeier Collection","Helen Rue on rearing bronco","Doubleday, Ralph Russell, 1881-1958;photographer","local","Rue, Helen;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","South Dakota--Belle Fourche","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Portrait of rodeo performer Helen Rue on rearing bronco","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Horses","http://id.worldcat.org/fast/960603","","","","","","","narv_westermeier_31_13_A8.tif","https://ark.colorado.edu/ark:/47540/qm298468n4gx","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo A8","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","683","4858","narv_westermeier_31_13_A8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~683~224071"
"Clifford P. and Therese S. Westermeier Collection","Henry Isabel, Ed Ardunes, and ""Happy Jack"" Hawn","Reinhardt, Aurelia Henry, 1877-1948;performer","http://id.worldcat.org/fast/80563","Ardunes, Ed;performer","local","Hawn, Happy Jack;performer","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performers Henry Isabel, Ed Ardunes, and ""Happy Jack"" Hawn","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","","","","","","","","","","","","","narv_westermeier_44_Book2_AM.tif","https://ark.colorado.edu/ark:/47540/fn8v928220rw","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo AM","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","684","4858","narv_westermeier_44_Book2_AM.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~684~223884"
"Clifford P. and Therese S. Westermeier Collection","Herman Linder riding bronco","Doubleday, Ralph Russell, 1881-1958;photographer","local","Linder, Herman, 1907-; performer","http://id.worldcat.org/fast/21573","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Colorado--Colorado Springs","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Herman Linder riding bronco","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","","","narv_westermeier_31_07_F2.tif","https://ark.colorado.edu/ark:/47540/70947p4030mc","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 7, Photo F2","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","685","4858","narv_westermeier_31_07_F2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~685~224111"
"Clifford P. and Therese S. Westermeier Collection","Indians with travoi giving first aid to the fallen","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","South Dakota--Interior","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Unidentified Indian man on horseback, pulling a mock medical cart, in a wild west show","Wild west shows","http://id.worldcat.org/fast/1175145","","","","","","","","","","","","","","","narv_westermeier_32_01_A1.tif","https://ark.colorado.edu/ark:/47540/v28n0x98f96k","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","686","4858","narv_westermeier_32_01_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~686~224172"
"Clifford P. and Therese S. Westermeier Collection","Jack House riding bronco","Doubleday, Ralph Russell, 1881-1958;photographer","local","House, Jack;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Kansas--Garden City","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Jack House riding bronco","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","","","narv_westermeier_31_06_J5.tif","https://ark.colorado.edu/ark:/47540/j90z7528k5m8","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo J5","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","687","4858","narv_westermeier_31_06_J5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~687~224119"
"Clifford P. and Therese S. Westermeier Collection","Jack Hoxie and young roper","Hoxie, Jack, approximately 1885-1965;performer","http://id.worldcat.org/fast/1824815","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Jack Hoxie standing in the saddle of a horse, with a young boy sitting on his shoulders spinning a lasso","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick roping","http://id.worldcat.org/fast/1156639","","","","","","","","","","","narv_westermeier_44_Book2_CC.tif","https://ark.colorado.edu/ark:/47540/3h531c69k5pc","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CC","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","688","4858","narv_westermeier_44_Book2_CC.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~688~223874"
"Clifford P. and Therese S. Westermeier Collection","Jack Hoxie with boy","Hoxie, Jack, approximately 1885-1965;performer","http://id.worldcat.org/fast/1824815","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Jack Hoxie posing with boy in rodeo apparel on his shoulders","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","","","","","","","","","","","","","narv_westermeier_44_Book1_CM.tif","https://ark.colorado.edu/ark:/47540/tw134170s5z4","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CM","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","689","4858","narv_westermeier_44_Book1_CM.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~689~223894"
"Clifford P. and Therese S. Westermeier Collection","Jack Kerschen bulldogging","Doubleday, Ralph Russell, 1881-1958;photographer","local","Kerschen, Jack;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Jack Kerschen on the ground after wrestling a steer","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Steer wrestling","http://id.loc.gov/authorities/childrensSubjects/sj2021058696","","","","","","","","","","","narv_westermeier_44_Book1_U.tif","https://ark.colorado.edu/ark:/47540/7b6b1f8025xd","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo U","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","690","4858","narv_westermeier_44_Book1_U.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~690~223888"
"Clifford P. and Therese S. Westermeier Collection","Jack Quait trick riding","Quait, Jack;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Jack Quait balancing on a running horse with his feet in the air, a trick called a ""shoulder stand""","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick riding","http://id.worldcat.org/fast/1156638","","","","","","","","","","","narv_westermeier_36_07_M15.tif","https://ark.colorado.edu/ark:/47540/g35g3469p780","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 7, Photo M15","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","691","4858","narv_westermeier_36_07_M15.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~691~223913"
"Clifford P. and Therese S. Westermeier Collection","Jack Quait trick riding","Quait, Jack;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Jack Quait passing under the stomach of a white horse, running past a barn door","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick riding","http://id.worldcat.org/fast/1156638","","","","","","","","","","","narv_westermeier_31_11_A14.tif","https://ark.colorado.edu/ark:/47540/172w7296j9mn","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 11, Photo A14","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","692","4858","narv_westermeier_31_11_A14.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~692~224090"
